bib_key,title,authors,year,entry_type,url
OverduinWesson1997,Kaluza–Klein gravity,James M. Overduin and Paul S. Wesson,1997,article,/bibliography/overduinwesson1997/
Washington1997,Introduction to Cyclotomic Fields,"Washington, Lawrence C.",1997,book,/bibliography/washington1997/
Serre1997,Galois cohomology,"Serre, Jean-Pierre",1997,book,/bibliography/serre1997/
sellars1956,Empiricism and the Philosophy of Mind,Wilfrid Sellars,1997,book,/bibliography/sellars1956/
DiFrancesco1997,Conformal field theory,"Di Francesco, Philippe and Mathieu, Pierre and Sénéchal, David",1997,book,/bibliography/difrancesco1997/
Bump1997,Automorphic Forms and Representations,Daniel Bump,1997,book,/bibliography/bump1997/
BumpAutomorphic,Automorphic Forms and Representations,Daniel Bump,1997,book,/bibliography/bumpautomorphic/
Cremona1997,Algorithms for Modular Elliptic Curves,John E. Cremona,1997,book,/bibliography/cremona1997/
CremonaBook,Algorithms for Modular Elliptic Curves,John E. Cremona,1997,book,/bibliography/cremonabook/
RudnickSarnak1996,Zeros of principal L-functions and random matrix theory,"Rudnick, Z. and Sarnak, P.",1996,article,/bibliography/rudnicksarnak1996/
Andre1996,"Une introduction aux motifs (motifs purs, motifs mixtes, périodes)",Yves André,1996,book,/bibliography/andre1996/
Price1996,Time's Arrow and Archimedes' Point: New Directions for the Physics of Time,Huw Price,1996,book,/bibliography/price1996/
korsgaard1996,The Sources of Normativity,Christine Korsgaard,1996,book,/bibliography/korsgaard1996/
kane1996,The Significance of Free Will,Robert Kane,1996,book,/bibliography/kane1996/
Loftus1996,The Myth of Repressed Memory: False Memories and Allegations of Sexual Abuse,Elizabeth Loftus and Katherine Ketcham,1996,book,/bibliography/loftus1996/
chalmers1996,The Conscious Mind: In Search of a Fundamental Theory,"Chalmers, David J.",1996,book,/bibliography/chalmers1996/
HuSugiyama1996,Small-Scale Cosmological Perturbations: an Analytic Approach,"Hu, Wayne and Sugiyama, Naoshi",1996,article,/bibliography/husugiyama1996/
Taylor1996,Partial Differential Equations III: Nonlinear Equations,M. E. Taylor,1996,book,/bibliography/taylor1996/
KobayashiNomizu1996,Foundations of Differential Geometry. Vol. I,Shoshichi Kobayashi and Katsumi Nomizu,1996,book,/bibliography/kobayashinomizu1996/
Merel1996,Bornes pour la torsion des courbes elliptiques sur les corps de nombres,Loïc Merel,1996,article,/bibliography/merel1996/
WhittakerWatson1996,A Course of Modern Analysis,E. T. Whittaker and G. N. Watson,1996,book,/bibliography/whittakerwatson1996/
weinberg1995quantum,The Quantum Theory of Fields,"Weinberg, Steven",1995--2000,book,/bibliography/weinberg1995quantum/
ConnesMoscovici1995,The local index formula in noncommutative geometry,"Connes, Alain and Moscovici, Henri",1995,article,/bibliography/connesmoscovici1995/
Susskind1995,The World as a Hologram,Leonard Susskind,1995,article,/bibliography/susskind1995/
WeinbergQTF1995,"The Quantum Theory of Fields, Vol. 1: Foundations",Steven Weinberg,1995,book,/bibliography/weinbergqtf1995/
Weinberg1995,The Quantum Theory of Fields,Steven Weinberg,1995,book,/bibliography/weinberg1995/
smith1995,The Major Transitions in Evolution,"Smith, John Maynard and Szathmáry, Eörs",1995,article,/bibliography/smith1995/
Davies1995,Spectral Theory and Differential Operators,"Davies, Edward B.",1995,book,/bibliography/davies1995/
Kassel1995,Quantum Groups,"Kassel, Christian",1995,book,/bibliography/kassel1995/
Kato1995,Perturbation Theory for Linear Operators,T. Kato,1995,book,/bibliography/kato1995/
KatoPerturbation1995,Perturbation Theory for Linear Operators,T. Kato,1995,book,/bibliography/katoperturbation1995/
block1995access,On a Confusion About a Function of Consciousness,Ned Block,1995,article,/bibliography/block1995access/
Wiles1995,Modular elliptic curves and Fermat's Last Theorem,Andrew Wiles,1995,article,/bibliography/wiles1995/
Wiles95,Modular elliptic curves and Fermat's Last Theorem,A. Wiles,1995,article,/bibliography/wiles95/
Gilkey1995,"Invariance Theory, the Heat Equation, and the Atiyah-Singer Index Theorem",Peter B. Gilkey,1995,book,/bibliography/gilkey1995/
kivelson1995introduction,Introduction to Space Physics,"Kivelson, Margaret G. and Russell, Christopher T.",1995,book,/bibliography/kivelson1995introduction/
Tenenbaum1995,Introduction to Analytic and Probabilistic Number Theory,Gérald Tenenbaum,1995,book,/bibliography/tenenbaum1995/
Makkai1995,"First Order Logic with Dependent Sorts, with Applications to Category Theory",Michael Makkai,1995,unpublished,/bibliography/makkai1995/
chalmers1995,Facing Up to the Problem of Consciousness,"Chalmers, David J.",1995,article,/bibliography/chalmers1995/
KontsevichVishik1995,Determinants of Elliptic Pseudodifferential Operators,Maxim Kontsevich and Sergey Vishik,1995,article,/bibliography/kontsevichvishik1995/
DoeringGibbon1995,Applied Analysis of the Navier–Stokes Equations,Charles R. Doering and James D. Gibbon,1995,book,/bibliography/doeringgibbon1995/
peskin1995introduction,An Introduction to Quantum Field Theory,"Peskin, Michael E. and Schroeder, Daniel V.",1995,book,/bibliography/peskin1995introduction/
PeskinSchroeder1995,An Introduction to Quantum Field Theory,Michael E. Peskin and Daniel V. Schroeder,1995,book,/bibliography/peskinschroeder1995/
JoyalMoerdijk1995,Algebraic Set Theory,"Joyal, André and Moerdijk, Ieke",1995,book,/bibliography/joyalmoerdijk1995/
Impagliazzo1995,A personal view of average-case complexity,Russell Impagliazzo,1995,inproceedings,/bibliography/impagliazzo1995/
mayor1995,A Jupiter-Mass Companion to a Solar-Type Star,"Mayor, Michel and Queloz, Didier",1995,article,/bibliography/mayor1995/
Folland1995,A Course in Abstract Harmonic Analysis,Gerald B. Folland,1995,book,/bibliography/folland1995/
Thompson1994,Thin position and the recognition problem for S^3,Abigail Thompson,1994,article,/bibliography/thompson1994/
pinker1994,The Language Instinct,"Pinker, Steven",1994,book,/bibliography/pinker1994/
Penrose1994,Shadows of the Mind: A Search for the Missing Science of Consciousness,Roger Penrose,1994,book,/bibliography/penrose1994/
Turaev1994,Quantum Invariants of Knots and 3-Manifolds,"Turaev, Vladimir",1994,book,/bibliography/turaev1994/
GriffithsHarris1994,Principles of Algebraic Geometry,"Griffiths, Phillip and Harris, Joseph",1994,book,/bibliography/griffithsharris1994/
BernDixonDunbarKosower1994,"One-loop $n$-point gauge theory amplitudes, unitarity and collinear limits","Bern, Z. and Dixon, L. and Dunbar, D. C. and Kosower, D. A.",1994,article,/bibliography/berndixondunbarkosower1994/
Connes1994,Noncommutative Geometry,"Connes, Alain",1994,book,/bibliography/connes1994/
BFK1994,Mayer-Vietoris type formula for determinants of elliptic differential operators,Dan Burghelea and Leonid Friedlander and Thomas Kappeler,1994,article,/bibliography/bfk1994/
schneider1994,Life as a Manifestation of the Second Law of Thermodynamics,"Schneider, Eric D. and Kay, James J.",1994,article,/bibliography/schneider1994/
Kontsevich1994,Homological algebra of mirror symmetry,Maxim Kontsevich,1994,inproceedings,/bibliography/kontsevich1994/
NisanWigderson1994,Hardness vs Randomness,Noam Nisan and Avi Wigderson,1994,article,/bibliography/nisanwigderson1994/
Borceux1994,Handbook of categorical algebra 3: Categories of sheaves,"Borceux, Francis",1994,book,/bibliography/borceux1994/
baez2010physics,"Gauge Fields, Knots and Gravity","Baez, John C. and Muniain, Javier P.",1994,book,/bibliography/baez2010physics/
BaezMuniain1994,"Gauge Fields, Knots and Gravity","Baez, John C. and Muniain, Javier P.",1994,book,/bibliography/baezmuniain1994/
BaezMunian1994,"Gauge Fields, Knots and Gravity","Baez, John C. and Muniain, Javier P.",1994,book,/bibliography/baezmunian1994/
Husemoller1994,Fibre Bundles,Dale Husemoller,1994,book,/bibliography/husemoller1994/
damasio1994,"Descartes' Error: Emotion, Reason, and the Human Brain",Antonio Damasio,1994,book,/bibliography/damasio1994/
thorne1994black,Black Holes and Time Warps: Einstein's Outrageous Legacy,"Thorne, Kip S.",1994,book,/bibliography/thorne1994black/
MartinelliOlivieri1994,Approach to equilibrium of Glauber dynamics in the one phase region: I. The attractive case,F. Martinelli and E. Olivieri,1994,incollection,/bibliography/martinelliolivieri1994/
Rubinstein1995,An algorithm to recognize the 3-sphere,J. Hyam Rubinstein,1994,incollection,/bibliography/rubinstein1995/
Weibel1994,An Introduction to Homological Algebra,Charles A. Weibel,1994,book,/bibliography/weibel1994/
Lang1994,Algebraic number theory,"Lang, Serge",1994,book,/bibliography/lang1994/
Silverman1994,Advanced Topics in the Arithmetic of Elliptic Curves,Joseph H. Silverman,1994,book,/bibliography/silverman1994/
SilvermanAdvanced,Advanced Topics in the Arithmetic of Elliptic Curves,Joseph H. Silverman,1994,book,/bibliography/silvermanadvanced/
SilvermanAT,Advanced Topics in the Arithmetic of Elliptic Curves,Joseph H. Silverman,1994,book,/bibliography/silvermanat/
SimonLatticeGases1993,"The Statistical Mechanics of Lattice Gases, Volume I",Barry Simon,1993,book,/bibliography/simonlatticegases1993/
kauffman1993,The Origins of Order: Self-Organization and Selection in Evolution,"Kauffman, Stuart A.",1993,book,/bibliography/kauffman1993/
DAngelo1993,Several complex variables and the geometry of real hypersurfaces,"D'Angelo, John P.",1993,book,/bibliography/dangelo1993/
Fulton1993,Introduction to Toric Varieties,"Fulton, William",1993,book,/bibliography/fulton1993/
Koblitz1993,Introduction to Elliptic Curves and Modular Forms,Neal Koblitz,1993,book,/bibliography/koblitz1993/
Matiyasevich1993,Hilbert's Tenth Problem,Yuri Matiyasevich,1993,book,/bibliography/matiyasevich1993/
tHooft1993,Dimensional Reduction in Quantum Gravity,Gerard t'Hooft,1993,misc,/bibliography/thooft1993/
tHooftHolography1993,Dimensional Reduction in Quantum Gravity,Gerard 't Hooft,1993,article,/bibliography/thooftholography1993/
CarlesonGamelin1993,Complex Dynamics,"Carleson, Lennart and Gamelin, Theodore W.",1993,book,/bibliography/carlesongamelin1993/
Cohen1993,A course in computational algebraic number theory,"Cohen, Henri",1993,book,/bibliography/cohen1993/
searle1992,The Rediscovery of the Mind,John Searle,1992,book,/bibliography/searle1992/
Bell1992,"The Cauchy transform, potential theory, and conformal mapping","Bell, Steven R.",1992,book,/bibliography/bell1992/
Odlyzko1992,The <math><mi>10²⁰</mi></math>-th zero of the Riemann zeta function and 70 million of its neighbours,Andrew M. Odlyzko,1992,article,/bibliography/odlyzko1992/
smoot1992structure,Structure in the COBE Differential Microwave Radiometer First-Year Maps,"Smoot, George F. and others",1992,article,/bibliography/smoot1992structure/
Deninger1992,Some analogies between number theory and dynamical systems on foliated spaces,Christopher Deninger,1992,article,/bibliography/deninger1992/
MacLane1992,Sheaves in geometry and logic,"Mac Lane, Saunders and Moerdijk, Ieke",1992,book,/bibliography/maclane1992/
MacLaneMoerdijk1992,Sheaves in Geometry and Logic: A First Introduction to Topos Theory,"Mac Lane, Saunders and Moerdijk, Ieke",1992,book,/bibliography/maclanemoerdijk1992/
doCarmo1992,Riemannian Geometry,Manfredo P. do Carmo,1992,book,/bibliography/docarmo1992/
GordonWebbWolpert1992,One cannot hear the shape of a drum,Carolyn Gordon and David Webb and Scott Wolpert,1992,article,/bibliography/gordonwebbwolpert1992/
Gordon1992,One Cannot Hear the Shape of a Drum,Carolyn S. Gordon and David L. Webb and Scott Wolpert,1992,article,/bibliography/gordon1992/
dunbar1992,Neocortex Size as a Constraint on Group Size in Primates,Robin I. M. Dunbar,1992,article,/bibliography/dunbar1992/
Jannsen1992,"Motives, numerical equivalence, and semi-simplicity",Uwe Jannsen,1992,article,/bibliography/jannsen1992/
Zegarlinski1992,Log-Sobolev inequalities for infinite spin systems,B. Zegarlinski,1992,article,/bibliography/zegarlinski1992/
BerlineGetzlerVergne1992,Heat Kernels and Dirac Operators,"Berline, Nicole and Getzler, Ezra and Vergne, Michèle",1992,book,/bibliography/berlinegetzlervergne1992/
Woodhouse1992,Geometric Quantization,Nicholas M. J. Woodhouse,1992,book,/bibliography/woodhouse1992/
Krantz1992,Function theory of several complex variables,"Krantz, Steven G.",1992,book,/bibliography/krantz1992/
Pommerenke1992,Boundary behaviour of conformal maps,"Pommerenke, Christian",1992,book,/bibliography/pommerenke1992/
Remmert1991,Theory of Complex Functions,"Remmert, Reinhold",1991,book,/bibliography/remmert1991/
varela1991,The Embodied Mind: Cognitive Science and Human Experience,Francisco J. Varela and Evan Thompson and Eleanor Rosch,1991,book,/bibliography/varela1991/
Deninger1991,Some analogies between number theory and dynamical systems,Christopher Deninger,1991,article,/bibliography/deninger1991/
FultonHarris1991,Representation Theory: A First Course,William Fulton and Joe Harris,1991,book,/bibliography/fultonharris1991/
Feferman1991,Reflecting on Incompleteness,Solomon Feferman,1991,article,/bibliography/feferman1991/
Klimek1991,Pluripotential theory,"Klimek, Maciej",1991,book,/bibliography/klimek1991/
Forster1991,Lectures on Riemann surfaces,"Forster, Otto",1991,book,/bibliography/forster1991/
Cassels1991,Lectures on Elliptic Curves,J. W. S. Cassels,1991,book,/bibliography/cassels1991/
CasselsAEC1991,Lectures on Elliptic Curves,J. W. S. Cassels,1991,book,/bibliography/casselsaec1991/
ReshetikhinTuraev1991,Invariants of 3-manifolds via link polynomials and quantum groups,"Reshetikhin, N. and Turaev, V. G.",1991,article,/bibliography/reshetikhinturaev1991/
dennett1991,Consciousness Explained,Daniel C. Dennett,1991,book,/bibliography/dennett1991/
AmaldiDeBoerFuerstenau1991,Comparison of grand unified theories with electroweak and strong coupling constants measured at LEP,"Amaldi, U. and de Boer, W. and F\""urstenau, H.",1991,article,/bibliography/amaldideboerfuerstenau1991/
Boggess1991,CR Manifolds and the Tangential Cauchy-Riemann Complex,Albert Boggess,1991,book,/bibliography/boggess1991/
WardWells1990,Twistor geometry and field theory,"Ward, R. S. and Wells, Raymond O.",1990,book,/bibliography/wardwells1990/
DijkgraafWitten1990,Topological Gauge Theories and Group Cohomology,"Dijkgraaf, R. and Witten, E.",1990,article,/bibliography/dijkgraafwitten1990/
kolb1990early,The Early Universe,"Kolb, Edward W. and Turner, Michael S.",1990,book,/bibliography/kolb1990early/
tilley1990superfluidity,Superfluidity and Superconductivity,"Tilley, David R. and Tilley, John",1990,book,/bibliography/tilley1990superfluidity/
Berkovich1990,Spectral Theory and Analytic Geometry over Non-Archimedean Fields,"Berkovich, Vladimir G.",1990,book,/bibliography/berkovich1990/
Kashiwara1990,Sheaves on manifolds,"Kashiwara, Masaki and Schapira, Pierre",1990,book,/bibliography/kashiwara1990/
KashiwaraSchapira1990,Sheaves on Manifolds,Masaki Kashiwara and Pierre Schapira,1990,book,/bibliography/kashiwaraschapira1990/
JaegerVertiganWelsh1990,On the computational complexity of the Jones and Tutte polynomials,"Jaeger, F. and Vertigan, D. L. and Welsh, D. J. A.",1990,article,/bibliography/jaegervertiganwelsh1990/
BLR1990,Néron Models,S. Bosch and W. Lütkebohmert and M. Raynaud,1990,book,/bibliography/blr1990/
BoschLutkebohmertRaynaud1990,Néron Models,Siegfried Bosch and Werner Lütkebohmert and Michel Raynaud,1990,book,/bibliography/boschlutkebohmertraynaud1990/
finch1990,"Longevity, Senescence, and the Genome","Finch, Caleb E.",1990,book,/bibliography/finch1990/
BlochKato1990,L-functions and Tamagawa numbers of motives,Spencer Bloch and Kazuya Kato,1990,incollection,/bibliography/blochkato1990/
Wheeler1990,"Information, Physics, Quantum: The Search for Links",John Archibald Wheeler,1990,incollection,/bibliography/wheeler1990/
Kolyvagin1990,Finiteness of Ш and the Birch and Swinnerton-Dyer conjecture for modular elliptic curves,Victor A. Kolyvagin,1990,article,/bibliography/kolyvagin1990/
Fredkin1990,Digital Mechanics: An Informational Process Based on Reversible Universal Cellular Automata,Edward Fredkin,1990,article,/bibliography/fredkin1990/
Hormander1990,An introduction to complex analysis in several variables,"Hörmander, Lars",1990,book,/bibliography/hormander1990/
AdamekHerrlichStrecker1990,Abstract and Concrete Categories: The Joy of Cats,"Adámek, Jiř\'ı and Herrlich, Horst and Strecker, George E.",1990,book,/bibliography/adamekherrlichstrecker1990/
IrelandRosen1990,A classical introduction to modern number theory,"Ireland, Kenneth and Rosen, Michael",1990,book,/bibliography/irelandrosen1990/
Conway1990,A Course in Functional Analysis,"Conway, John B.",1990,book,/bibliography/conway1990/
Zeh1989,The Physical Basis of The Direction of Time,H. Dieter Zeh,1989,book,/bibliography/zeh1989/
BastonEastwood1989,The Penrose transform: its interaction with representation theory,"Baston, Ronald J. and Eastwood, Michael G.",1989,book,/bibliography/bastoneastwood1989/
Penrose1989,"The Emperor's New Mind: Concerning Computers, Minds, and the Laws of Physics",Roger Penrose,1989,book,/bibliography/penrose1989/
weinberg1989cosmological,The Cosmological Constant Problem,"Weinberg, Steven",1989,article,/bibliography/weinberg1989cosmological/
grice1989,Studies in the Way of Words,H. P. Grice,1989,book,/bibliography/grice1989/
Witten1989,Quantum field theory and the Jones polynomial,"Witten, Edward",1989,article,/bibliography/witten1989/
french1989,Quantum Physics and the Identity of Indiscernibles,Steven French and Michael Redhead,1989,article,/bibliography/french1989/
BlumShubSmale1989,"On a Theory of Computation and Complexity over the Real Numbers: NP-Completeness, Recursive Functions and Universal Machines",L. Blum and M. Shub and S. Smale,1989,article,/bibliography/blumshubsmale1989/
Davies1989,Heat Kernels and Spectral Theory,"Davies, Edward B.",1989,book,/bibliography/davies1989/
Girard1989GoI,Geometry of Interaction I: Interpretation of System~F,Jean-Yves Girard,1989,incollection,/bibliography/girard1989goi/
Lawden1989,Elliptic Functions and Applications,D. F. Lawden,1989,book,/bibliography/lawden1989/
PourElRichards1989,Computability in Analysis and Physics,"Pour-El, Marian B. and Richards, J. Ian",1989,book,/bibliography/pourelrichards1989/
Matsumura1989,Commutative Ring Theory,Hideyuki Matsumura,1989,book,/bibliography/matsumura1989/
Jacobson1989,Basic algebra II,"Jacobson, Nathan",1989,book,/bibliography/jacobson1989/
Bell1988,Toposes and local set theories: an introduction,"Bell, John L.",1988,book,/bibliography/bell1988/
CoquandHuet1988,The Calculus of Constructions,Thierry Coquand and Gérard Huet,1988,article,/bibliography/coquandhuet1988/
ConstantinFoias1988,Navier–Stokes Equations,Peter Constantin and Ciprian Foias,1988,book,/bibliography/constantinfoias1988/
Maskit1988,Kleinian groups,"Maskit, Bernard",1988,book,/bibliography/maskit1988/
Krane1988,Introductory Nuclear Physics,Kenneth S. Krane,1988,book,/bibliography/krane1988/
Diaconis1988,Group representations in probability and statistics,"Diaconis, Persi",1988,incollection,/bibliography/diaconis1988/
OdlyzkoSchoenhage1988,Fast algorithms for multiple evaluations of the Riemann zeta function,"Odlyzko, Andrew M. and Schönhage, Arnold",1988,article,/bibliography/odlyzkoschoenhage1988/
TroelstravanDalen1988,Constructivism in Mathematics: An Introduction,"Troelstra, Anne Sjerp and van Dalen, Dirk",1988,book,/bibliography/troelstravandalen1988/
MinesRichmanRuitenburg1988,A course in constructive algebra,"Mines, Raymond and Richman, Fred and Ruitenburg, Wim",1988,book,/bibliography/minesrichmanruitenburg1988/
baars1988,A Cognitive Theory of Consciousness,Bernard J. Baars,1988,book,/bibliography/baars1988/
Bridges1987,Varieties of constructive mathematics,"Bridges, Douglas S. and Richman, Fred",1987,book,/bibliography/bridges1987/
BridgesRichman1987,Varieties of Constructive Mathematics,Douglas S. Bridges and Fred Richman,1987,book,/bibliography/bridgesrichman1987/
Voros1987,"Spectral functions, special functions and the Selberg zeta function","Voros, A.",1987,article,/bibliography/voros1987/
Bell1987,Speakable and Unspeakable in Quantum Mechanics,John S. Bell,1987,book,/bibliography/bell1987/
Bombelli1987,Space-time as a causal set,"Bombelli, Luca and Lee, Joohan and Meyer, David and Sorkin, Rafael D.",1987,article,/bibliography/bombelli1987/
Soare1987,Recursively Enumerable Sets and Degrees,"Soare, Robert I.",1987,book,/bibliography/soare1987/
Rudin1987,Real and complex analysis,"Rudin, Walter",1987,book,/bibliography/rudin1987/
Drinfeld1987,Quantum groups,"Drinfeld, V. G.",1987,article,/bibliography/drinfeld1987/
GlimmJaffe1987,Quantum Physics: A Functional Integral Point of View,James Glimm and Arthur Jaffe,1987,book,/bibliography/glimmjaffe1987/
Borwein1987,Pi and the AGM: A Study in Analytic Number Theory and Computational Complexity,Jonathan M. Borwein and Peter B. Borwein,1987,book,/bibliography/borwein1987/
Odlyzko1987,On the distribution of spacings between zeros of the zeta function,Andrew M. Odlyzko,1987,article,/bibliography/odlyzko1987/
HolleyStroock1987,Logarithmic Sobolev inequalities and stochastic Ising models,R. Holley and D. Stroock,1987,article,/bibliography/holleystroock1987/
Girard1987,Linear Logic,Jean-Yves Girard,1987,article,/bibliography/girard1987/
chandler1987introduction,Introduction to Modern Statistical Mechanics,"Chandler, David",1987,book,/bibliography/chandler1987introduction/
LandauLifshitzFM1987,Fluid Mechanics,L. D. Landau and E. M. Lifshitz,1987,book,/bibliography/landaulifshitzfm1987/
Lang1987,Elliptic Curves: Diophantine Analysis,Serge Lang,1987,book,/bibliography/lang1987/
Besse1987,Einstein Manifolds,A. L. Besse,1987,book,/bibliography/besse1987/
ColindeVerdiere1987,Construction de multiplicités d’autovalues de l’opérateur de Laplace sur une surface,Yves Colin de Verdière,1987,article,/bibliography/colindeverdiere1987/
Titchmarsh1986,The Theory of the Riemann Zeta-Function,E. C. Titchmarsh,1986,book,/bibliography/titchmarsh1986/
Silverman1986,The Arithmetic of Elliptic Curves,Joseph H. Silverman,1986,book,/bibliography/silverman1986/
SilvermanAEC,The Arithmetic of Elliptic Curves,Joseph H. Silverman,1986,book,/bibliography/silvermanaec/
PenroseRindler1984,"Spinors and Space-Time: Volume 2, Spinor and Twistor Methods in Space-Time Geometry",Roger Penrose and Wolfgang Rindler,1986,book,/bibliography/penroserindler1984/
Berard1986,Spectral geometry: direct and inverse problems,"Bérard, Pierre",1986,article,/bibliography/berard1986/
Altmann1986,"Rotations, Quaternions, and Double Groups",Simon L. Altmann,1986,book,/bibliography/altmann1986/
bednorz1986possible,Possible High <math><msub><mi>T</mi><mn>c</mn></msub></math> Superconductivity in the Ba–La–Cu–O System,"Bednorz, Johannes Georg and Müller, Karl Alexander",1986,article,/bibliography/bednorz1986possible/
lewis1986,On the Plurality of Worlds,David Lewis,1986,book,/bibliography/lewis1986/
LambekScott1986,Introduction to Higher-Order Categorical Logic,Joachim Lambek and Philip J. Scott,1986,book,/bibliography/lambekscott1986/
Range1986,Holomorphic functions and integral representations in several complex variables,"Range, R. Michael",1986,book,/bibliography/range1986/
GrossZagier1986,Heegner points and derivatives of L-series,B. H. Gross and D. B. Zagier,1986,article,/bibliography/grosszagier1986/
goldman1986,Epistemology and Cognition,Alvin Goldman,1986,book,/bibliography/goldman1986/
Iversen1986,Cohomology of Sheaves,Birger Iversen,1986,book,/bibliography/iversen1986/
KoteckyPreiss1986,Cluster expansion for abstract polymer models,R. Kotecký and D. Preiss,1986,article,/bibliography/koteckypreiss1986/
Milne1986,Arithmetic Duality Theorems,James S. Milne,1986,book,/bibliography/milne1986/
BarrWells1985,"Toposes, triples and theories","Barr, Michael and Wells, Charles",1985,book,/bibliography/barrwells1985/
Callen1985,Thermodynamics and an Introduction to Thermostatistics,Herbert B. Callen,1985,book,/bibliography/callen1985/
thomson1985,The Trolley Problem,Judith Jarvis Thomson,1985,article,/bibliography/thomson1985/
Hormander1971,The Analysis of Linear Partial Differential Operators IV,L. Hörmander,1985,book,/bibliography/hormander1971/
Lang1985,"SL(2, C)","Lang, Serge",1985,book,/bibliography/lang1985/
Sunada1985,Riemannian coverings and isospectral manifolds,Toshikazu Sunada,1985,article,/bibliography/sunada1985/
Beeson1985,Foundations of Constructive Mathematics: Metamathematical Studies,"Beeson, Michael J.",1985,book,/bibliography/beeson1985/
BakryEmery1985,Diffusions hypercontractives,D. Bakry and M. Émery,1985,incollection,/bibliography/bakryemery1985/
Quillen1985,Determinants of Cauchy-Riemann operators over a Riemann surface,Daniel Quillen,1985,article,/bibliography/quillen1985/
BishopBridges1985,Constructive Analysis,Errett Bishop and Douglas Bridges,1985,book,/bibliography/bishopbridges1985/
Schikhof1984,Ultrametric calculus: an introduction to p-adic analysis,"Schikhof, W. H.",1984,book,/bibliography/schikhof1984/
GrauertRemmert1984,Theory of Stein spaces,"Grauert, Hans and Remmert, Reinhold",1984,book,/bibliography/grauertremmert1984/
Goldman1984,The symplectic nature of fundamental groups of surfaces,William M. Goldman,1984,article,/bibliography/goldman1984/
luhmann1984,Soziale Systeme: Grundriß einer allgemeinen Theorie,Niklas Luhmann,1984,book,/bibliography/luhmann1984/
BealeKatoMajda1984,Remarks on the breakdown of smooth solutions for the 3-D Euler equations,J. T. Beale and T. Kato and A. Majda,1984,article,/bibliography/bealekatomajda1984/
parfit1984,Reasons and Persons,Derek Parfit,1984,book,/bibliography/parfit1984/
prigogine1984,Order Out of Chaos: Man's New Dialogue with Nature,"Prigogine, Ilya and Stengers, Isabelle",1984,book,/bibliography/prigogine1984/
Bosch1984,Non-Archimedean analysis,"Bosch, Siegfried and Güntzer, Ulrich and Remmert, Reinhold",1984,book,/bibliography/bosch1984/
MartinLof1984,Intuitionistic Type Theory,Per Martin-Löf,1984,book,/bibliography/martinlof1984/
wald1984general,General Relativity,"Wald, Robert M.",1984,book,/bibliography/wald1984general/
WaldGR1984,General Relativity,Robert M. Wald,1984,book,/bibliography/waldgr1984/
Chavel1984,Eigenvalues in Riemannian Geometry,"Chavel, Isaac",1984,book,/bibliography/chavel1984/
DeRham1984,"Differentiable Manifolds: Forms, Currents, Harmonic Forms",Georges de Rham,1984,book,/bibliography/derham1984/
libet1983,Time of Conscious Intention to Act in Relation to Onset of Cerebral Activity (Readiness-Potential),Benjamin Libet and Curtis A. Gleason and Elwood W. Wright and Dennis K. Pearl,1983,article,/bibliography/libet1983/
Beardon1983,The geometry of discrete groups,"Beardon, Alan F.",1983,book,/bibliography/beardon1983/
AtiyahBott1983,The Yang-Mills equations over Riemann surfaces,"Atiyah, M. F. and Bott, R.",1983,article,/bibliography/atiyahbott1983/
Hejhal1983,"The Selberg Trace Formula for PSL(2,R), Volume 1",D. A. Hejhal,1983,book,/bibliography/hejhal1983/
regan1983,The Case for Animal Rights,Tom Regan,1983,book,/bibliography/regan1983/
Pazy1983,Semigroups of Linear Operators and Applications to Partial Differential Equations,A. Pazy,1983,book,/bibliography/pazy1983/
BenacerrafPutnam1983,Philosophy of Mathematics: Selected Readings,Unknown,1983,incollection,/bibliography/benacerrafputnam1983/
Catlin1983,Necessary conditions for subellipticity of the <math><mover><mo>∂</mo><mo>‾</mo></mover></math>-Neumann problem,"Catlin, David W.",1983,article,/bibliography/catlin1983/
Schwabhauser1983,Metamathematische Methoden in der Geometrie,Wolfram Schwabhäuser and Wanda Szmielew and Alfred Tarski,1983,book,/bibliography/schwabhauser1983/
UA1Z1983,Experimental Observation of Lepton Pairs of Invariant Mass Around 95 GeV/<math><msup><mi>c</mi><mn>2</mn></msup></math>,UA1 Collaboration,1983,article,/bibliography/ua1z1983/
UA1W1983,Experimental Observation of Isolated Large Transverse Energy Electrons with Associated Missing Energy at <math><mi>sqrts = 540</mi></math> GeV,UA1 Collaboration and G. Arnison and others,1983,article,/bibliography/ua1w1983/
Faltings1983,Endlichkeitssätze für abelsche Varietäten,G. Faltings,1983,article,/bibliography/faltings1983/
shapiro1983black,"Black Holes, White Dwarfs, and Neutron Stars: The Physics of Compact Objects","Shapiro, Stuart L. and Teukolsky, Saul A.",1983,book,/bibliography/shapiro1983black/
ShapiroTeukolsky1983,"Black Holes, White Dwarfs, and Neutron Stars",Stuart L. Shapiro and Saul A. Teukolsky,1983,book,/bibliography/shapiroteukolsky1983/
milgrom1983modification,A Modification of the Newtonian Dynamics as a Possible Alternative to the Hidden Mass Hypothesis,"Milgrom, Mordehai",1983,article,/bibliography/milgrom1983modification/
tsui1982two,Two-Dimensional Magnetotransport in the Extreme Quantum Limit,"Tsui, Daniel C. and Stormer, Horst L. and Gossard, Arthur C.",1982,article,/bibliography/tsui1982two/
