id,registry_id,title,slug,url,domain,cluster,confidence,book,part,chapter,type,scope,lean_status,registry_url,related_public_surface_count
registry-noteworthy-v-p124,V.P124,T² Shadow Radius vs EHT,t2-shadow-radius-vs-eht-v-p124,/results/additional-noteworthy-results/physics/t2-shadow-radius-vs-eht-v-p124/,physics,related_existing_surface,high,V,6,50,proposition,tau-effective,formalized,/registry/object/V.P124/,2
registry-noteworthy-v-r477,V.R477,BKL Billiard Domain = T² Moduli Space (Hartnoll-Yang 2025),bkl-billiard-domain-t2-moduli-space-hartnoll-yang-2025-v-r477,/results/additional-noteworthy-results/physics/bkl-billiard-domain-t2-moduli-space-hartnoll-yang-2025-v-r477/,physics,related_existing_surface,medium,V,6,50,remark,tau-effective,not_applicable,/registry/object/V.R477/,1
registry-noteworthy-v-t110,V.T110,BH Toroidal Topology,bh-toroidal-topology-v-t110,/results/additional-noteworthy-results/physics/bh-toroidal-topology-v-t110/,physics,related_existing_surface,medium,V,6,50,theorem,tau-effective,formalized,/registry/object/V.T110/,1
registry-noteworthy-v-t279,V.T279,r/R = iota_tau from Fiber Structure,r-r-iota-tau-from-fiber-structure-v-t279,/results/additional-noteworthy-results/physics/r-r-iota-tau-from-fiber-structure-v-t279/,physics,related_existing_surface,high,V,6,50,theorem,tau-effective,not_formalized,/registry/object/V.T279/,6
registry-noteworthy-v-d173,V.D173,Mature Black Hole,mature-black-hole-v-d173,/results/additional-noteworthy-results/physics/mature-black-hole-v-d173/,physics,related_existing_surface,high,V,6,52,definition,tau-effective,formalized,/registry/object/V.D173/,8
registry-noteworthy-v-d184,V.D184,Falsification levels,falsification-levels-v-d184,/results/additional-noteworthy-results/physics/falsification-levels-v-d184/,physics,related_existing_surface,medium,V,6,56,definition,tau-effective,formalized,/registry/object/V.D184/,1
registry-noteworthy-v-p135,V.P135,Structural Acoustic Scale ι_τ⁻⁵ Cross-Check,structural-acoustic-scale-iota-tau5-cross-check-v-p135,/results/additional-noteworthy-results/physics/structural-acoustic-scale-iota-tau5-cross-check-v-p135/,physics,related_existing_surface,high,V,6,56,proposition,conjectural,formalized,/registry/object/V.P135/,3
registry-noteworthy-v-p140,V.P140,Peak Height Odd/Even Asymmetry from Baryon Loading,peak-height-odd-even-asymmetry-from-baryon-loading-v-p140,/results/additional-noteworthy-results/physics/peak-height-odd-even-asymmetry-from-baryon-loading-v-p140/,physics,related_existing_surface,medium,V,6,56,proposition,tau-effective,formalized,/registry/object/V.P140/,1
registry-noteworthy-v-p141,V.P141,B-Mode Detection Forecast: CMB-S4 at 14 sigma,b-mode-detection-forecast-cmb-s4-at-14-sigma-v-p141,/results/additional-noteworthy-results/physics/b-mode-detection-forecast-cmb-s4-at-14-sigma-v-p141/,physics,related_existing_surface,high,V,6,56,proposition,tau-effective,formalized,/registry/object/V.P141/,3
registry-noteworthy-v-r243,V.R243,"Scope note: CMB predictions C2, C5, C6",scope-note-cmb-predictions-c2-c5-c6-v-r243,/results/additional-noteworthy-results/physics/scope-note-cmb-predictions-c2-c5-c6-v-r243/,physics,related_existing_surface,medium,V,6,56,remark,tau-effective,formalized,/registry/object/V.R243/,1
registry-noteworthy-v-r380,V.R380,V.OP5 Status: SOLVED via Sprint 7E Observational Suite,v-op5-status-solved-via-sprint-7e-observational-suite-v-r380,/results/additional-noteworthy-results/physics/v-op5-status-solved-via-sprint-7e-observational-suite-v-r380/,physics,related_existing_surface,high,V,6,56,remark,tau-effective,formalized,/registry/object/V.R380/,2
registry-noteworthy-v-r401,V.R401,τ-vs-ΛCDM Discriminator Table,tau-vs-lambdacdm-discriminator-table-v-r401,/results/additional-noteworthy-results/physics/tau-vs-lambdacdm-discriminator-table-v-r401/,physics,related_existing_surface,medium,V,6,56,remark,tau-effective,not_applicable,/registry/object/V.R401/,1
registry-noteworthy-v-t194,V.T194,Neutrino Phase Shift on CMB Peaks,neutrino-phase-shift-on-cmb-peaks-v-t194,/results/additional-noteworthy-results/physics/neutrino-phase-shift-on-cmb-peaks-v-t194/,physics,related_existing_surface,high,V,6,56,theorem,tau-effective,formalized,/registry/object/V.T194/,3
registry-noteworthy-v-t197,V.T197,Full CMB Pipeline with Structural h,full-cmb-pipeline-with-structural-h-v-t197,/results/additional-noteworthy-results/physics/full-cmb-pipeline-with-structural-h-v-t197/,physics,related_existing_surface,high,V,6,56,theorem,tau-effective,formalized,/registry/object/V.T197/,4
registry-noteworthy-v-t215,V.T215,Dark Sector Consistency Theorem,dark-sector-consistency-theorem-v-t215,/results/additional-noteworthy-results/physics/dark-sector-consistency-theorem-v-t215/,physics,related_existing_surface,high,V,6,56,theorem,tau-effective,skeleton,/registry/object/V.T215/,8
registry-noteworthy-v-t226,V.T226,Black Hole Consistency Theorem,black-hole-consistency-theorem-v-t226,/results/additional-noteworthy-results/physics/black-hole-consistency-theorem-v-t226/,physics,related_existing_surface,high,V,6,56,theorem,tau-effective,skeleton,/registry/object/V.T226/,8
registry-noteworthy-v-t260,V.T260,Peak-Ratio Tension from Acoustic Physics,peak-ratio-tension-from-acoustic-physics-v-t260,/results/additional-noteworthy-results/physics/peak-ratio-tension-from-acoustic-physics-v-t260/,physics,related_existing_surface,high,V,6,56,theorem,conjectural,formalized,/registry/object/V.T260/,3
registry-noteworthy-v-d185,V.D185,Structural artifact,structural-artifact-v-d185,/results/additional-noteworthy-results/physics/structural-artifact-v-d185/,physics,related_existing_surface,high,V,7,59,definition,tau-effective,formalized,/registry/object/V.D185/,7
registry-noteworthy-v-r266,V.R266,Not all parameters have been computed,not-all-parameters-have-been-computed-v-r266,/results/additional-noteworthy-results/physics/not-all-parameters-have-been-computed-v-r266/,physics,related_existing_surface,high,V,7,60,remark,tau-effective,formalized,/registry/object/V.R266/,2
registry-noteworthy-v-r267,V.R267,Why m_n and not m_e?,why-m-n-and-not-m-e-v-r267,/results/additional-noteworthy-results/physics/why-m-n-and-not-m-e-v-r267/,physics,related_existing_surface,medium,V,7,60,remark,tau-effective,formalized,/registry/object/V.R267/,1
registry-noteworthy-v-t281,V.T281,Higgs mass from n=7,higgs-mass-from-n-7-v-t281,/results/additional-noteworthy-results/physics/higgs-mass-from-n-7-v-t281/,physics,related_existing_surface,high,V,7,60,theorem,tau-effective,not_formalized,/registry/object/V.T281/,5
registry-noteworthy-v-t282,V.T282,Proton--neutron mass difference,proton-neutron-mass-difference-v-t282,/results/additional-noteworthy-results/physics/proton-neutron-mass-difference-v-t282/,physics,related_existing_surface,high,V,7,60,theorem,tau-effective,not_formalized,/registry/object/V.T282/,8
registry-noteworthy-v-t284,V.T284,Winding exponents for muon/electron,winding-exponents-for-muon-electron-v-t284,/results/additional-noteworthy-results/physics/winding-exponents-for-muon-electron-v-t284/,physics,related_existing_surface,medium,V,7,60,theorem,tau-effective,not_formalized,/registry/object/V.T284/,1
registry-noteworthy-v-p187,V.P187,One-Parameter Neutrino Mass Structure,one-parameter-neutrino-mass-structure-v-p187,/results/additional-noteworthy-results/physics/one-parameter-neutrino-mass-structure-v-p187/,physics,related_existing_surface,high,V,7,61,proposition,tau-effective,formalized,/registry/object/V.P187/,8
registry-noteworthy-v-t125,V.T125,GR as chart shadow of the tau-Einstein identity,gr-as-chart-shadow-of-the-tau-einstein-identity-v-t125,/results/additional-noteworthy-results/physics/gr-as-chart-shadow-of-the-tau-einstein-identity-v-t125/,physics,related_existing_surface,medium,V,7,61,theorem,tau-effective,formalized,/registry/object/V.T125/,1
registry-noteworthy-v-t296,V.T296,Neutrino mass sum --- V.T165,neutrino-mass-sum-v-t165-v-t296,/results/additional-noteworthy-results/physics/neutrino-mass-sum-v-t165-v-t296/,physics,related_existing_surface,high,V,7,61,theorem,tau-effective,not_formalized,/registry/object/V.T296/,8
registry-noteworthy-v-t298,V.T298,theta_QCD=0 from SA-i mod-3 --- IV.T160,theta-qcd-0-from-sa-i-mod-3-iv-t160-v-t298,/results/additional-noteworthy-results/physics/theta-qcd-0-from-sa-i-mod-3-iv-t160-v-t298/,physics,related_existing_surface,high,V,7,61,theorem,tau-effective,not_formalized,/registry/object/V.T298/,8
registry-noteworthy-v-t129,V.T129,Landscape collapse,landscape-collapse-v-t129,/results/additional-noteworthy-results/physics/landscape-collapse-v-t129/,physics,related_existing_surface,high,V,7,62,theorem,tau-effective,formalized,/registry/object/V.T129/,5
registry-noteworthy-v-t304,V.T304,First acoustic peak ell_1 from tau,first-acoustic-peak-ell-1-from-tau-v-t304,/results/additional-noteworthy-results/physics/first-acoustic-peak-ell-1-from-tau-v-t304/,physics,related_existing_surface,high,V,7,62,theorem,tau-effective,not_formalized,/registry/object/V.T304/,3
registry-noteworthy-v-t310,V.T310,Deuterium abundance from tau-native eta_B,deuterium-abundance-from-tau-native-eta-b-v-t310,/results/additional-noteworthy-results/physics/deuterium-abundance-from-tau-native-eta-b-v-t310/,physics,related_existing_surface,high,V,7,62,theorem,tau-effective,not_formalized,/registry/object/V.T310/,3
registry-noteworthy-v-t315,V.T315,Same CF window governs inflation and baryogenesis,same-cf-window-governs-inflation-and-baryogenesis-v-t315,/results/additional-noteworthy-results/physics/same-cf-window-governs-inflation-and-baryogenesis-v-t315/,physics,related_existing_surface,high,V,7,62,theorem,tau-effective,not_formalized,/registry/object/V.T315/,2
registry-noteworthy-v-p199,V.P199,20-galaxy benchmark --- recap of V.D258,20-galaxy-benchmark-recap-of-v-d258-v-p199,/results/additional-noteworthy-results/physics/20-galaxy-benchmark-recap-of-v-d258-v-p199/,physics,related_existing_surface,medium,V,7,63,proposition,tau-effective,not_formalized,/registry/object/V.P199/,1
registry-noteworthy-v-t318,V.T318,Master rotation curve formula --- recap of V.T85,master-rotation-curve-formula-recap-of-v-t85-v-t318,/results/additional-noteworthy-results/physics/master-rotation-curve-formula-recap-of-v-t85-v-t318/,physics,related_existing_surface,high,V,7,63,theorem,tau-effective,not_formalized,/registry/object/V.T318/,7
registry-noteworthy-v-t321,V.T321,Dark energy density parameter --- recap of V.T234,dark-energy-density-parameter-recap-of-v-t234-v-t321,/results/additional-noteworthy-results/physics/dark-energy-density-parameter-recap-of-v-t234-v-t321/,physics,related_existing_surface,high,V,7,63,theorem,tau-effective,not_formalized,/registry/object/V.T321/,8
registry-noteworthy-v-t323,V.T323,Hubble parameter from tau --- recap of V.T196,hubble-parameter-from-tau-recap-of-v-t196-v-t323,/results/additional-noteworthy-results/physics/hubble-parameter-from-tau-recap-of-v-t196-v-t323/,physics,related_existing_surface,high,V,7,63,theorem,conjectural,not_formalized,/registry/object/V.T323/,8
registry-noteworthy-v-r286,V.R286,Verlinde's rotation curves,verlinde-s-rotation-curves-v-r286,/results/additional-noteworthy-results/physics/verlinde-s-rotation-curves-v-r286/,physics,related_existing_surface,high,V,7,64,remark,tau-effective,not_applicable,/registry/object/V.R286/,5
registry-noteworthy-v-t325,V.T325,QNM frequency ratio iota_tau^{-1} --- V.T168,qnm-frequency-ratio-iota-tau-1-v-t168-v-t325,/results/additional-noteworthy-results/physics/qnm-frequency-ratio-iota-tau-1-v-t168-v-t325/,physics,related_existing_surface,high,V,7,64,theorem,tau-effective,not_formalized,/registry/object/V.T325/,5
registry-noteworthy-v-t326,V.T326,Secondary QNM modes,secondary-qnm-modes-v-t326,/results/additional-noteworthy-results/physics/secondary-qnm-modes-v-t326/,physics,related_existing_surface,medium,V,7,64,theorem,tau-effective,not_formalized,/registry/object/V.T326/,1
registry-noteworthy-v-t327,V.T327,EHT shadow correction --- V.T184,eht-shadow-correction-v-t184-v-t327,/results/additional-noteworthy-results/physics/eht-shadow-correction-v-t184-v-t327/,physics,related_existing_surface,high,V,7,64,theorem,tau-effective,not_formalized,/registry/object/V.T327/,2
registry-noteworthy-v-t332,V.T332,Magnetic field ratio --- V.T230,magnetic-field-ratio-v-t230-v-t332,/results/additional-noteworthy-results/physics/magnetic-field-ratio-v-t230-v-t332/,physics,related_existing_surface,high,V,7,64,theorem,tau-effective,not_formalized,/registry/object/V.T332/,8
registry-noteworthy-v-t340,V.T340,Fast reconnection rate --- V.T252,fast-reconnection-rate-v-t252-v-t340,/results/additional-noteworthy-results/physics/fast-reconnection-rate-v-t252-v-t340/,physics,related_existing_surface,high,V,7,65,theorem,tau-effective,not_formalized,/registry/object/V.T340/,2
registry-noteworthy-v-t136,V.T136,No singularities in tau,no-singularities-in-tau-v-t136,/results/additional-noteworthy-results/physics/no-singularities-in-tau-v-t136/,physics,related_existing_surface,medium,V,7,66,theorem,tau-effective,formalized,/registry/object/V.T136/,1
registry-noteworthy-v-t138,V.T138,No dark sectors,no-dark-sectors-v-t138,/results/additional-noteworthy-results/physics/no-dark-sectors-v-t138/,physics,related_existing_surface,high,V,7,66,theorem,tau-effective,formalized,/registry/object/V.T138/,8
registry-noteworthy-v-r294,V.R294,Honest vs. premature,honest-vs-premature-v-r294,/results/additional-noteworthy-results/physics/honest-vs-premature-v-r294/,physics,related_existing_surface,high,V,7,67,remark,tau-effective,not_applicable,/registry/object/V.R294/,5
registry-noteworthy-v-r296,V.R296,The honest status of galaxy fits,the-honest-status-of-galaxy-fits-v-r296,/results/additional-noteworthy-results/physics/the-honest-status-of-galaxy-fits-v-r296/,physics,related_existing_surface,high,V,7,68,remark,tau-effective,not_applicable,/registry/object/V.R296/,7
registry-noteworthy-v-r299,V.R299,Scope of the delta_A prediction,scope-of-the-delta-a-prediction-v-r299,/results/additional-noteworthy-results/physics/scope-of-the-delta-a-prediction-v-r299/,physics,related_existing_surface,high,V,7,68,remark,tau-effective,not_applicable,/registry/object/V.R299/,4
registry-noteworthy-v-r302,V.R302,Fifth force vs. sixth force,fifth-force-vs-sixth-force-v-r302,/results/additional-noteworthy-results/physics/fifth-force-vs-sixth-force-v-r302/,physics,related_existing_surface,medium,V,7,68,remark,tau-effective,formalized,/registry/object/V.R302/,1
registry-noteworthy-v-d225,V.D225,Export E5: Black Hole Topology,export-e5-black-hole-topology-v-d225,/results/additional-noteworthy-results/physics/export-e5-black-hole-topology-v-d225/,physics,related_existing_surface,high,V,8,72,definition,tau-effective,planned,/registry/object/V.D225/,8
registry-noteworthy-v-d228,V.D228,Export E8: Falsification Pack,export-e8-falsification-pack-v-d228,/results/additional-noteworthy-results/physics/export-e8-falsification-pack-v-d228/,physics,related_existing_surface,high,V,8,72,definition,conjectural,planned,/registry/object/V.D228/,2
registry-noteworthy-v-p118,V.P118,Black holes as far-from-equilibrium patterns,black-holes-as-far-from-equilibrium-patterns-v-p118,/results/additional-noteworthy-results/physics/black-holes-as-far-from-equilibrium-patterns-v-p118/,physics,related_existing_surface,high,V,8,73,proposition,tau-effective,formalized,/registry/object/V.P118/,8
registry-noteworthy-iii-t26,III.T26,τ-Gap Meta-Theorem,tau-gap-meta-theorem-iii-t26,/results/additional-noteworthy-results/physics/tau-gap-meta-theorem-iii-t26/,physics,standalone_additional_result,medium,III,5,39,theorem,tau-effective,formalized,/registry/object/III.T26/,0
registry-noteworthy-iv-t133,IV.T133,EM Tensor Density Theorem,em-tensor-density-theorem-iv-t133,/results/additional-noteworthy-results/physics/em-tensor-density-theorem-iv-t133/,physics,standalone_additional_result,medium,IV,1,1,theorem,tau-effective,formalized,/registry/object/IV.T133/,0
registry-noteworthy-iv-t96,IV.T96,Central Theorem --- physical form,central-theorem-physical-form-iv-t96,/results/additional-noteworthy-results/physics/central-theorem-physical-form-iv-t96/,physics,standalone_additional_result,medium,IV,1,5,theorem,tau-effective,formalized,/registry/object/IV.T96/,0
registry-noteworthy-iv-p154,IV.P154,Temporal Multiplicative Closure,temporal-multiplicative-closure-iv-p154,/results/additional-noteworthy-results/physics/temporal-multiplicative-closure-iv-p154/,physics,standalone_additional_result,medium,IV,1,6,proposition,tau-effective,formalized,/registry/object/IV.P154/,0
registry-noteworthy-iv-t101,IV.T101,Generator Adequacy,generator-adequacy-iv-t101,/results/additional-noteworthy-results/physics/generator-adequacy-iv-t101/,physics,standalone_additional_result,medium,IV,1,6,theorem,tau-effective,formalized,/registry/object/IV.T101/,0
registry-noteworthy-iv-p159,IV.P159,Calibration is structural,calibration-is-structural-iv-p159,/results/additional-noteworthy-results/physics/calibration-is-structural-iv-p159/,physics,standalone_additional_result,medium,IV,2,9,proposition,tau-effective,formalized,/registry/object/IV.P159/,0
registry-noteworthy-iv-t105,IV.T105,Temporal Multiplicative Closure,temporal-multiplicative-closure-iv-t105,/results/additional-noteworthy-results/physics/temporal-multiplicative-closure-iv-t105/,physics,standalone_additional_result,medium,IV,2,10,theorem,tau-effective,formalized,/registry/object/IV.T105/,0
registry-noteworthy-iv-t109,IV.T109,Level~0 mass ratio formula,level-0-mass-ratio-formula-iv-t109,/results/additional-noteworthy-results/physics/level-0-mass-ratio-formula-iv-t109/,physics,standalone_additional_result,medium,IV,2,12,theorem,tau-effective,formalized,/registry/object/IV.T109/,1
registry-noteworthy-iv-p170,IV.P170,Total Entropy Invariance,total-entropy-invariance-iv-p170,/results/additional-noteworthy-results/physics/total-entropy-invariance-iv-p170/,physics,standalone_additional_result,medium,IV,2,14,proposition,tau-effective,formalized,/registry/object/IV.P170/,0
registry-noteworthy-iv-p19,IV.P19,Central Theorem Implies Boundary Determination,central-theorem-implies-boundary-determination-iv-p19,/results/additional-noteworthy-results/physics/central-theorem-implies-boundary-determination-iv-p19/,physics,standalone_additional_result,medium,IV,3,18,proposition,tau-effective,formalized,/registry/object/IV.P19/,0
registry-noteworthy-iv-t30,IV.T30,Energy Conservation,energy-conservation-iv-t30,/results/additional-noteworthy-results/physics/energy-conservation-iv-t30/,physics,standalone_additional_result,medium,IV,3,22,theorem,tau-effective,formalized,/registry/object/IV.T30/,0
registry-noteworthy-iv-t31,IV.T31,Second Law of Thermodynamics,second-law-of-thermodynamics-iv-t31,/results/additional-noteworthy-results/physics/second-law-of-thermodynamics-iv-t31/,physics,standalone_additional_result,medium,IV,3,22,theorem,tau-effective,formalized,/registry/object/IV.T31/,0
registry-noteworthy-iv-t116,IV.T116,Correction Smallness --- IV.T12,correction-smallness-iv-t12-iv-t116,/results/additional-noteworthy-results/physics/correction-smallness-iv-t12-iv-t116/,physics,standalone_additional_result,medium,IV,3,24,theorem,tau-effective,formalized,/registry/object/IV.T116/,0
registry-noteworthy-iv-t119,IV.T119,Level 0 Range --- IV.T14,level-0-range-iv-t14-iv-t119,/results/additional-noteworthy-results/physics/level-0-range-iv-t14-iv-t119/,physics,standalone_additional_result,medium,IV,3,25,theorem,tau-effective,formalized,/registry/object/IV.T119/,0
registry-noteworthy-iv-p188,IV.P188,m_H/m_W Ratio [auto-upgrades with IV.P199],m-h-m-w-ratio-auto-upgrades-with-iv-p199-iv-p188,/results/additional-noteworthy-results/physics/m-h-m-w-ratio-auto-upgrades-with-iv-p199-iv-p188/,physics,standalone_additional_result,medium,IV,3,26,proposition,tau-effective,formalized,/registry/object/IV.P188/,0
registry-noteworthy-iv-t150,IV.T150,Factor-4 from Non-omega Generator Count,factor-4-from-non-omega-generator-count-iv-t150,/results/additional-noteworthy-results/physics/factor-4-from-non-omega-generator-count-iv-t150/,physics,standalone_additional_result,medium,IV,3,26,theorem,tau-effective,formalized,/registry/object/IV.T150/,0
registry-noteworthy-iv-p35,IV.P35,Photon as Boundary Character,photon-as-boundary-character-iv-p35,/results/additional-noteworthy-results/physics/photon-as-boundary-character-iv-p35/,physics,standalone_additional_result,medium,IV,4,26,proposition,tau-effective,formalized,/registry/object/IV.P35/,0
registry-noteworthy-iv-t38,IV.T38,Gauge Invariance of F_mu_nu,gauge-invariance-of-f-mu-nu-iv-t38,/results/additional-noteworthy-results/physics/gauge-invariance-of-f-mu-nu-iv-t38/,physics,standalone_additional_result,medium,IV,4,27,theorem,tau-effective,formalized,/registry/object/IV.T38/,0
registry-noteworthy-iv-t50,IV.T50,No-Running Principle for alpha_em,no-running-principle-for-alpha-em-iv-t50,/results/additional-noteworthy-results/physics/no-running-principle-for-alpha-em-iv-t50/,physics,standalone_additional_result,medium,IV,4,29,theorem,tau-effective,formalized,/registry/object/IV.T50/,1
registry-noteworthy-iv-t53,IV.T53,Weak Coupling from Sector Parameters,weak-coupling-from-sector-parameters-iv-t53,/results/additional-noteworthy-results/physics/weak-coupling-from-sector-parameters-iv-t53/,physics,standalone_additional_result,medium,IV,4,31,theorem,tau-effective,formalized,/registry/object/IV.T53/,0
registry-noteworthy-iv-t60,IV.T60,Neutral Boson Mixing,neutral-boson-mixing-iv-t60,/results/additional-noteworthy-results/physics/neutral-boson-mixing-iv-t60/,physics,standalone_additional_result,medium,IV,4,33,theorem,tau-effective,formalized,/registry/object/IV.T60/,0
registry-noteworthy-iv-t61,IV.T61,Weinberg Angle Prediction,weinberg-angle-prediction-iv-t61,/results/additional-noteworthy-results/physics/weinberg-angle-prediction-iv-t61/,physics,standalone_additional_result,medium,IV,4,33,theorem,tau-effective,formalized,/registry/object/IV.T61/,0
registry-noteworthy-iv-t62,IV.T62,Mixing Uniqueness Theorem,mixing-uniqueness-theorem-iv-t62,/results/additional-noteworthy-results/physics/mixing-uniqueness-theorem-iv-t62/,physics,standalone_additional_result,medium,IV,4,33,theorem,tau-effective,formalized,/registry/object/IV.T62/,0
registry-noteworthy-iv-p73,IV.P73,Finite-Stage Vacuum Existence and Uniqueness,finite-stage-vacuum-existence-and-uniqueness-iv-p73,/results/additional-noteworthy-results/physics/finite-stage-vacuum-existence-and-uniqueness-iv-p73/,physics,standalone_additional_result,medium,IV,4,34,proposition,tau-effective,formalized,/registry/object/IV.P73/,0
registry-noteworthy-iv-t64,IV.T64,Higgs Scalarity Theorem,higgs-scalarity-theorem-iv-t64,/results/additional-noteworthy-results/physics/higgs-scalarity-theorem-iv-t64/,physics,standalone_additional_result,medium,IV,4,34,theorem,tau-effective,formalized,/registry/object/IV.T64/,0
registry-noteworthy-iv-t66,IV.T66,Electroweak Prediction Table,electroweak-prediction-table-iv-t66,/results/additional-noteworthy-results/physics/electroweak-prediction-table-iv-t66/,physics,standalone_additional_result,medium,IV,4,35,theorem,tau-effective,formalized,/registry/object/IV.T66/,0
registry-noteworthy-iv-t147,IV.T147,Three-Generation Closure: Spectral Gap on T²,three-generation-closure-spectral-gap-on-t2-iv-t147,/results/additional-noteworthy-results/physics/three-generation-closure-spectral-gap-on-t2-iv-t147/,physics,standalone_additional_result,medium,IV,5,35,theorem,tau-effective,formalized,/registry/object/IV.T147/,0
registry-noteworthy-iv-p200,IV.P200,CP Violation from ω-Period Pentagon: Pentagon-Angle Derivation,cp-violation-from-omega-period-pentagon-pentagon-angle-derivation-iv-p200,/results/additional-noteworthy-results/physics/cp-violation-from-omega-period-pentagon-pentagon-angle-derivation-iv-p200/,physics,standalone_additional_result,medium,IV,5,36,proposition,tau-effective,formalized,/registry/object/IV.P200/,0
registry-noteworthy-iv-t170,IV.T170,p-n Mass NLO: C.5 Two-Sector Formula Structural Derivation,p-n-mass-nlo-c-5-two-sector-formula-structural-derivation-iv-t170,/results/additional-noteworthy-results/physics/p-n-mass-nlo-c-5-two-sector-formula-structural-derivation-iv-t170/,physics,standalone_additional_result,high,IV,5,36,theorem,tau-effective,formalized,/registry/object/IV.T170/,0
registry-noteworthy-iv-t192,IV.T192,Strange Mass from τ-Chain at +1559 ppm,strange-mass-from-tau-chain-at-1559-ppm-iv-t192,/results/additional-noteworthy-results/physics/strange-mass-from-tau-chain-at-1559-ppm-iv-t192/,physics,standalone_additional_result,medium,IV,5,36,theorem,tau-effective,formalized,/registry/object/IV.T192/,1
registry-noteworthy-iv-t193,IV.T193,Bottom Mass from τ-Chain at −1351 ppm,bottom-mass-from-tau-chain-at-1351-ppm-iv-t193,/results/additional-noteworthy-results/physics/bottom-mass-from-tau-chain-at-1351-ppm-iv-t193/,physics,standalone_additional_result,medium,IV,5,36,theorem,tau-effective,formalized,/registry/object/IV.T193/,1
registry-noteworthy-iv-t196,IV.T196,m_t/m_b Exponent from Winding Algebra,m-t-m-b-exponent-from-winding-algebra-iv-t196,/results/additional-noteworthy-results/physics/m-t-m-b-exponent-from-winding-algebra-iv-t196/,physics,standalone_additional_result,medium,IV,5,36,theorem,tau-effective,formalized,/registry/object/IV.T196/,0
registry-noteworthy-iv-p85,IV.P85,Existence and uniqueness at each stage,existence-and-uniqueness-at-each-stage-iv-p85,/results/additional-noteworthy-results/physics/existence-and-uniqueness-at-each-stage-iv-p85/,physics,standalone_additional_result,medium,IV,5,37,proposition,tau-effective,formalized,/registry/object/IV.P85/,0
registry-noteworthy-iv-t73,IV.T73,τ-Gap Meta-Theorem (III.T26),tau-gap-meta-theorem-iii-t26-iv-t73,/results/additional-noteworthy-results/physics/tau-gap-meta-theorem-iii-t26-iv-t73/,physics,standalone_additional_result,medium,IV,5,40,theorem,tau-effective,formalized,/registry/object/IV.T73/,1
registry-noteworthy-iv-p120,IV.P120,Canonical vacuum uniqueness,canonical-vacuum-uniqueness-iv-p120,/results/additional-noteworthy-results/physics/canonical-vacuum-uniqueness-iv-p120/,physics,standalone_additional_result,medium,IV,5,44,proposition,tau-effective,formalized,/registry/object/IV.P120/,0
registry-noteworthy-iv-t80,IV.T80,Exactly four primitive forces (physical reading),exactly-four-primitive-forces-physical-reading-iv-t80,/results/additional-noteworthy-results/physics/exactly-four-primitive-forces-physical-reading-iv-t80/,physics,standalone_additional_result,medium,IV,6,45,theorem,tau-effective,formalized,/registry/object/IV.T80/,0
registry-noteworthy-iv-t85,IV.T85,Hydrogen energy levels,hydrogen-energy-levels-iv-t85,/results/additional-noteworthy-results/physics/hydrogen-energy-levels-iv-t85/,physics,standalone_additional_result,medium,IV,6,47,theorem,tau-effective,formalized,/registry/object/IV.T85/,0
registry-noteworthy-iv-t01,IV.T01,Temporal Complement,temporal-complement-iv-t01,/results/additional-noteworthy-results/physics/temporal-complement-iv-t01/,physics,standalone_additional_result,medium,IV,8,67,theorem,tau-effective,formalized,/registry/object/IV.T01/,0
registry-noteworthy-v-t14,V.T14,Photon Existence Theorem,photon-existence-theorem-v-t14,/results/additional-noteworthy-results/physics/photon-existence-theorem-v-t14/,physics,standalone_additional_result,medium,V,1,7,theorem,tau-effective,formalized,/registry/object/V.T14/,0
registry-noteworthy-v-p09,V.P09,CnuB mass constraint,cnub-mass-constraint-v-p09,/results/additional-noteworthy-results/physics/cnub-mass-constraint-v-p09/,physics,standalone_additional_result,medium,V,1,9,proposition,tau-effective,formalized,/registry/object/V.P09/,0
registry-noteworthy-v-t22,V.T22,G derivation --- V.D02,g-derivation-v-d02-v-t22,/results/additional-noteworthy-results/physics/g-derivation-v-d02-v-t22/,physics,standalone_additional_result,medium,V,2,11,theorem,tau-effective,formalized,/registry/object/V.T22/,0
registry-noteworthy-v-t28,V.T28,Newtonian limit recovery,newtonian-limit-recovery-v-t28,/results/additional-noteworthy-results/physics/newtonian-limit-recovery-v-t28/,physics,standalone_additional_result,medium,V,2,14,theorem,tau-effective,formalized,/registry/object/V.T28/,0
registry-noteworthy-v-t31,V.T31,Gravitational redshift from tau-Einstein,gravitational-redshift-from-tau-einstein-v-t31,/results/additional-noteworthy-results/physics/gravitational-redshift-from-tau-einstein-v-t31/,physics,standalone_additional_result,medium,V,2,14,theorem,tau-effective,formalized,/registry/object/V.T31/,0
registry-noteworthy-v-t32,V.T32,Gravitational wave properties,gravitational-wave-properties-v-t32,/results/additional-noteworthy-results/physics/gravitational-wave-properties-v-t32/,physics,standalone_additional_result,medium,V,2,14,theorem,tau-effective,formalized,/registry/object/V.T32/,0
registry-noteworthy-v-t33,V.T33,Existence,existence-v-t33,/results/additional-noteworthy-results/physics/existence-v-t33/,physics,standalone_additional_result,medium,V,2,15,theorem,tau-effective,formalized,/registry/object/V.T33/,0
